Product ID,County Retailer,Quarter,Retailer Supplier Name,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Adjusted Price,Competitor Price in Market,Discount,Holiday/Promotion,Restock Needed,Reorder Qty
Aarya Organic Blend 1,"Oxford, Oxfordshire",2023Q4,"GoldenFields - Oxford, Oxfordshire",275.7894737,111.6315789,115.0,116.1136842,58.99,55.48842105,11.84210526,0.5789473684,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2023Q4,"Nature's Drop - Oxford, Oxfordshire",275.7894737,111.6315789,115.0,116.1136842,60.5,55.48842105,11.84210526,0.5789473684,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q1,"TastyHarvest - Bradford, West Yorkshire",164.26666669999997,104.9333333,84.13333333,113.0253333,63.34,53.182,11.66666667,0.4,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q1,"EVOO Market - Bradford, West Yorkshire",264.2666667,104.9333333,84.13333333,113.0253333,61.35,53.182,11.66666667,0.4,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q1,"OliveBox - Bradford, West Yorkshire",264.2666667,104.9333333,84.13333333,113.0253333,62.28,53.182,11.66666667,0.4,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q1,"GreenPour - Bradford, West Yorkshire",264.2666667,104.9333333,84.13333333,113.0253333,62.48,53.182,11.66666667,0.4,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q1,"GreenPour - Burnley, Lancashire",298.2352941,162.9411765,106.8823529,169.9447059,61.79,51.66411765,8.235294118,0.5294117647,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q1,"FineFoods - Burnley, Lancashire",198.23529409999998,162.9411765,106.8823529,169.9447059,60.76,51.66411765,8.235294118,0.5294117647,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q1,"EVOO Market - Burnley, Lancashire",198.23529409999998,162.9411765,106.8823529,169.9447059,63.33,51.66411765,8.235294118,0.5294117647,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q1,"TastyHarvest - Burnley, Lancashire",298.2352941,162.9411765,106.8823529,169.9447059,63.38,51.66411765,8.235294118,0.5294117647,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q1,"EVOO Market - Glenrothes, Fife",161.47368419999998,147.5263158,112.7894737,155.6421053,61.87,52.74473684,8.157894737,0.5789473684,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q1,"GoldenFields - Glenrothes, Fife",261.4736842,147.5263158,112.7894737,155.6421053,61.11,52.74473684,8.157894737,0.5789473684,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q1,"FineFoods - Glenrothes, Fife",261.4736842,147.5263158,112.7894737,155.6421053,62.16,52.74473684,8.157894737,0.5789473684,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q1,"Nature's Drop - Glenrothes, Fife",261.4736842,147.5263158,112.7894737,155.6421053,62.51,52.74473684,8.157894737,0.5789473684,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q1,"GreenPour - Glenrothes, Fife",261.4736842,147.5263158,112.7894737,155.6421053,61.08,52.74473684,8.157894737,0.5789473684,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q1,"GoldenFields - Kensington and Chelsea, London",127.47058820000001,96.76470588,122.5294118,102.6676471,63.48,54.77117647,7.647058824,0.4117647059,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q1,"EVOO Market - Kensington and Chelsea, London",127.47058820000001,96.76470588,122.5294118,102.6676471,61.99,54.77117647,7.647058824,0.4117647059,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q1,"OliveBox - Kensington and Chelsea, London",227.4705882,96.76470588,122.5294118,102.6676471,63.35,54.77117647,7.647058824,0.4117647059,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q1,"OliveBox - Oxford, Oxfordshire",236.7647059,83.47058824,106.9411765,89.88588235,61.2,52.56823529,7.647058824,0.5882352941,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q1,"GoldenFields - Oxford, Oxfordshire",236.7647059,83.47058824,106.9411765,89.88588235,61.74,52.56823529,7.647058824,0.5882352941,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q1,"Nature's Drop - Oxford, Oxfordshire",236.7647059,83.47058824,106.9411765,89.88588235,63.33,52.56823529,7.647058824,0.5882352941,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q1,"FineFoods - Oxford, Oxfordshire",236.7647059,83.47058824,106.9411765,89.88588235,63.86,52.56823529,7.647058824,0.5882352941,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q1,"TastyHarvest - Oxford, Oxfordshire",236.7647059,83.47058824,106.9411765,89.88588235,62.47,52.56823529,7.647058824,0.5882352941,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q2,"OliveBox - Bradford, West Yorkshire",232.4285714,108.9285714,126.3571429,111.1264286,63.61,53.20071429,13.21428571,0.5,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q2,"EVOO Market - Bradford, West Yorkshire",232.4285714,108.9285714,126.3571429,111.1264286,62.75,53.20071429,13.21428571,0.5,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q2,"TastyHarvest - Bradford, West Yorkshire",232.4285714,108.9285714,126.3571429,111.1264286,65.28,53.20071429,13.21428571,0.5,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q2,"TastyHarvest - Burnley, Lancashire",264.3333333,149.6666667,93.0,153.2991667,64.87,51.0525,10.41666667,0.4166666667,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q2,"GoldenFields - Burnley, Lancashire",164.3333333,149.6666667,93.0,153.2991667,64.21,51.0525,10.41666667,0.4166666667,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q2,"EVOO Market - Glenrothes, Fife",299.1428571,110.7142857,107.8571429,122.2478571,62.21,54.165,7.857142857,0.6428571429,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q2,"Nature's Drop - Glenrothes, Fife",299.1428571,110.7142857,107.8571429,122.2478571,62.98,54.165,7.857142857,0.6428571429,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q2,"GreenPour - Glenrothes, Fife",199.14285710000001,110.7142857,107.8571429,122.2478571,63.21,54.165,7.857142857,0.6428571429,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q2,"FineFoods - Glenrothes, Fife",299.1428571,110.7142857,107.8571429,122.2478571,64.76,54.165,7.857142857,0.6428571429,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q2,"TastyHarvest - Glenrothes, Fife",299.1428571,110.7142857,107.8571429,122.2478571,62.63,54.165,7.857142857,0.6428571429,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q2,"EVOO Market - Kensington and Chelsea, London",300.44,184.84,115.92,191.2496,61.84,55.536,8.8,0.6,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q2,"Nature's Drop - Kensington and Chelsea, London",300.44,184.84,115.92,191.2496,63.61,55.536,8.8,0.6,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q2,"TastyHarvest - Kensington and Chelsea, London",300.44,184.84,115.92,191.2496,63.9,55.536,8.8,0.6,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q2,"GoldenFields - Kensington and Chelsea, London",300.44,184.84,115.92,191.2496,64.3,55.536,8.8,0.6,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q2,"OliveBox - Kensington and Chelsea, London",200.44,184.84,115.92,191.2496,65.31,55.536,8.8,0.6,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q2,"FineFoods - Oxford, Oxfordshire",287.1428571,154.7619048,100.0,161.442381,64.19,53.13047619,11.19047619,0.5238095238,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q2,"OliveBox - Oxford, Oxfordshire",187.14285710000001,154.7619048,100.0,161.442381,63.49,53.13047619,11.19047619,0.5238095238,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q2,"EVOO Market - Oxford, Oxfordshire",287.1428571,154.7619048,100.0,161.442381,63.77,53.13047619,11.19047619,0.5238095238,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q2,"TastyHarvest - Oxford, Oxfordshire",287.1428571,154.7619048,100.0,161.442381,63.15,53.13047619,11.19047619,0.5238095238,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q2,"GoldenFields - Oxford, Oxfordshire",187.14285710000001,154.7619048,100.0,161.442381,64.4,53.13047619,11.19047619,0.5238095238,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q3,"EVOO Market - Bradford, West Yorkshire",133.2727273,125.5,112.7272727,133.6031818,63.92,54.42227273,7.5,0.6818181818,True,0.33045449999997345
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q3,"Nature's Drop - Bradford, West Yorkshire",233.2727273,125.5,112.7272727,133.6031818,64.7,54.42227273,7.5,0.6818181818,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q3,"TastyHarvest - Bradford, West Yorkshire",233.2727273,125.5,112.7272727,133.6031818,65.55,54.42227273,7.5,0.6818181818,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q3,"GoldenFields - Bradford, West Yorkshire",233.2727273,125.5,112.7272727,133.6031818,63.9,54.42227273,7.5,0.6818181818,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q3,"GreenPour - Bradford, West Yorkshire",133.2727273,125.5,112.7272727,133.6031818,64.56,54.42227273,7.5,0.6818181818,True,0.33045449999997345
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q3,"FineFoods - Burnley, Lancashire",255.5,142.75,119.35,146.3185,64.89,51.0815,8.5,0.4,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q3,"GreenPour - Burnley, Lancashire",255.5,142.75,119.35,146.3185,64.58,51.0815,8.5,0.4,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q3,"GoldenFields - Burnley, Lancashire",255.5,142.75,119.35,146.3185,64.23,51.0815,8.5,0.4,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q3,"Nature's Drop - Burnley, Lancashire",155.5,142.75,119.35,146.3185,64.58,51.0815,8.5,0.4,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q3,"GoldenFields - Glenrothes, Fife",348.1052632,175.7894737,128.5789474,179.6094737,64.51,51.81526316,9.210526316,0.4736842105,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q3,"FineFoods - Glenrothes, Fife",248.10526320000002,175.7894737,128.5789474,179.6094737,64.7,51.81526316,9.210526316,0.4736842105,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q3,"EVOO Market - Glenrothes, Fife",348.1052632,175.7894737,128.5789474,179.6094737,64.24,51.81526316,9.210526316,0.4736842105,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q3,"OliveBox - Glenrothes, Fife",248.10526320000002,175.7894737,128.5789474,179.6094737,64.94,51.81526316,9.210526316,0.4736842105,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q3,"GoldenFields - Kensington and Chelsea, London",288.3478261,170.6521739,119.6521739,177.9126087,65.96,55.52782609,10.2173913,0.3913043478,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q3,"FineFoods - Kensington and Chelsea, London",188.34782610000002,170.6521739,119.6521739,177.9126087,63.55,55.52782609,10.2173913,0.3913043478,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q3,"EVOO Market - Kensington and Chelsea, London",288.3478261,170.6521739,119.6521739,177.9126087,64.49,55.52782609,10.2173913,0.3913043478,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q3,"OliveBox - Kensington and Chelsea, London",188.34782610000002,170.6521739,119.6521739,177.9126087,64.87,55.52782609,10.2173913,0.3913043478,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q3,"TastyHarvest - Kensington and Chelsea, London",288.3478261,170.6521739,119.6521739,177.9126087,65.08,55.52782609,10.2173913,0.3913043478,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q3,"FineFoods - Oxford, Oxfordshire",290.9333333,105.7333333,122.8666667,111.1626667,66.44,53.63533333,12.33333333,0.4,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q3,"Nature's Drop - Oxford, Oxfordshire",290.9333333,105.7333333,122.8666667,111.1626667,66.16,53.63533333,12.33333333,0.4,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q3,"OliveBox - Oxford, Oxfordshire",290.9333333,105.7333333,122.8666667,111.1626667,63.09,53.63533333,12.33333333,0.4,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q3,"EVOO Market - Oxford, Oxfordshire",290.9333333,105.7333333,122.8666667,111.1626667,65.18,53.63533333,12.33333333,0.4,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q4,"FineFoods - Bradford, West Yorkshire",159.9090909,117.0909091,114.7272727,119.9627273,64.46,53.01727273,10.90909091,0.7272727273,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q4,"GoldenFields - Bradford, West Yorkshire",59.909090899999995,117.0909091,114.7272727,119.9627273,63.61,53.01727273,10.90909091,0.7272727273,True,60.0536364
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q4,"OliveBox - Bradford, West Yorkshire",159.9090909,117.0909091,114.7272727,119.9627273,64.52,53.01727273,10.90909091,0.7272727273,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q4,"GreenPour - Bradford, West Yorkshire",159.9090909,117.0909091,114.7272727,119.9627273,62.55,53.01727273,10.90909091,0.7272727273,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2024Q4,"EVOO Market - Bradford, West Yorkshire",59.909090899999995,117.0909091,114.7272727,119.9627273,63.98,53.01727273,10.90909091,0.7272727273,True,60.0536364
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q4,"FineFoods - Burnley, Lancashire",301.2608696,199.2173913,130.3913043,206.3995652,63.89,53.11565217,8.913043478,0.652173913,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q4,"GreenPour - Burnley, Lancashire",301.2608696,199.2173913,130.3913043,206.3995652,64.28,53.11565217,8.913043478,0.652173913,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q4,"OliveBox - Burnley, Lancashire",301.2608696,199.2173913,130.3913043,206.3995652,63.77,53.11565217,8.913043478,0.652173913,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q4,"EVOO Market - Burnley, Lancashire",301.2608696,199.2173913,130.3913043,206.3995652,64.19,53.11565217,8.913043478,0.652173913,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2024Q4,"Nature's Drop - Burnley, Lancashire",301.2608696,199.2173913,130.3913043,206.3995652,64.97,53.11565217,8.913043478,0.652173913,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q4,"FineFoods - Glenrothes, Fife",232.0,129.5294118,111.3529412,134.0305882,65.7,52.95764706,10.58823529,0.4705882353,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q4,"GreenPour - Glenrothes, Fife",232.0,129.5294118,111.3529412,134.0305882,64.03,52.95764706,10.58823529,0.4705882353,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2024Q4,"TastyHarvest - Glenrothes, Fife",132.0,129.5294118,111.3529412,134.0305882,64.07,52.95764706,10.58823529,0.4705882353,True,2.030588200000011
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q4,"OliveBox - Kensington and Chelsea, London",280.7333333,125.4,131.9333333,129.9993333,65.89,54.578,9.333333333,0.4,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q4,"GoldenFields - Kensington and Chelsea, London",280.7333333,125.4,131.9333333,129.9993333,65.11,54.578,9.333333333,0.4,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q4,"EVOO Market - Kensington and Chelsea, London",280.7333333,125.4,131.9333333,129.9993333,62.83,54.578,9.333333333,0.4,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2024Q4,"FineFoods - Kensington and Chelsea, London",280.7333333,125.4,131.9333333,129.9993333,63.66,54.578,9.333333333,0.4,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q4,"TastyHarvest - Oxford, Oxfordshire",162.7916667,120.9583333,110.0833333,127.1845833,63.91,54.345,12.29166667,0.4583333333,False,0.0
Aarya Organic Blend 1,"Oxford, Oxfordshire",2024Q4,"EVOO Market - Oxford, Oxfordshire",262.7916667,120.9583333,110.0833333,127.1845833,65.5,54.345,12.29166667,0.4583333333,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2025Q1,"TastyHarvest - Bradford, West Yorkshire",223.4705882,101.9411765,123.2352941,102.9647059,68.97,53.08882353,11.47058824,0.4705882353,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2025Q1,"EVOO Market - Bradford, West Yorkshire",123.47058820000001,101.9411765,123.2352941,102.9647059,67.05,53.08882353,11.47058824,0.4705882353,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2025Q1,"FineFoods - Bradford, West Yorkshire",123.47058820000001,101.9411765,123.2352941,102.9647059,68.67,53.08882353,11.47058824,0.4705882353,False,0.0
Aarya Organic Blend 1,"Bradford, West Yorkshire",2025Q1,"Nature's Drop - Bradford, West Yorkshire",223.4705882,101.9411765,123.2352941,102.9647059,69.77,53.08882353,11.47058824,0.4705882353,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2025Q1,"OliveBox - Burnley, Lancashire",199.13636359999998,151.8636364,77.81818182,158.5590909,67.4,50.33727273,10.22727273,0.5454545455,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2025Q1,"Nature's Drop - Burnley, Lancashire",299.1363636,151.8636364,77.81818182,158.5590909,67.99,50.33727273,10.22727273,0.5454545455,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2025Q1,"FineFoods - Burnley, Lancashire",299.1363636,151.8636364,77.81818182,158.5590909,66.77,50.33727273,10.22727273,0.5454545455,False,0.0
Aarya Organic Blend 1,"Burnley, Lancashire",2025Q1,"GreenPour - Burnley, Lancashire",299.1363636,151.8636364,77.81818182,158.5590909,67.65,50.33727273,10.22727273,0.5454545455,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2025Q1,"OliveBox - Glenrothes, Fife",343.0,166.2857143,112.2142857,171.5885714,68.7,52.15642857,7.5,0.5,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2025Q1,"GoldenFields - Glenrothes, Fife",243.0,166.2857143,112.2142857,171.5885714,67.56,52.15642857,7.5,0.5,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2025Q1,"FineFoods - Glenrothes, Fife",243.0,166.2857143,112.2142857,171.5885714,69.5,52.15642857,7.5,0.5,False,0.0
Aarya Organic Blend 1,"Glenrothes, Fife",2025Q1,"GreenPour - Glenrothes, Fife",343.0,166.2857143,112.2142857,171.5885714,67.14,52.15642857,7.5,0.5,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2025Q1,"TastyHarvest - Kensington and Chelsea, London",165.8125,90.375,81.0,94.0275,69.19,56.29625,12.8125,0.375,False,0.0
Aarya Organic Blend 1,"Kensington and Chelsea, London",2025Q1,"OliveBox - Kensington and Chelsea, London",65.8125,90.375,81.0,94.0275,68.42,56.29625,12.8125,0.375,True,28.215000000000003
